"1182947";"58333";"1182947";"38954";"5815071";"pdf";"5";"27";"us5815071";NULL;"2";"1";"1";NULL;NULL;NULL;"Method And Apparatus For Monitoring Parameters Of Vehicle Electronic Control Units";"A system for monitoring and adjustment of control unit parameter settings of vehicle electronic control units. The monitoring system may be implemented in a vehicle in which are incorporated one or more electronic control units for regulating one more operational parameters of the vehicle in accordance with corresponding control unit parameter settings. In an exemplary implementation the vehicle is equipped with a mobile communications terminal (MCT), which receives from a base station a list of operational parameters to be monitored. Each of the electronic control units, as well as a memory unit, are connected to an internal data link of the vehicle. When a parameter value within the memory unit corresponding to a given control unit is changed, a message is provided to the base station specifying the value currently registered by the control unit. The currently registered value is then compared to an expected parameter value, and an error message is generated if disagreement exists therebetween. The system also allows vehicle control unit parameter settings to be adjusted from a remote location such as a base station. The MCT of each vehicle is disposed to generate message packets containing updated control unit parameter information received from the base station. The message packets are then sent to a selected electronic control unit over the data link, thereby allowing the updated control unit parameter information to be loaded therein.";"Doyle Thomas F [US]";NULL;"US5815071A";"1998-09-29";"US19960766217";"1996-12-12";NULL;NULL;"B60K31/00; B60R16/02; B62D41/00; F02D29/02; F02D45/00; G07C5/00; G08G1/09; G08G1/123; G08G1/13; H04B7/26; B60R16/03";"B60K 31/0058; B60K 31/0058; B60R 16/02; G07C 5/008; G07C 5/008; G08G 1/202; G08G 1/202; B60R 16/0315; B60R 16/0315";"0";NULL;NULL;NULL;NULL;"0"
"1182932";"58333";"1182932";"38954";"20220144291";"pdf";"5";"20";"us20220144291";NULL;"2";"1";"-1";NULL;NULL;NULL;"Portable Wireless Connected Diagnostic System For A Vehicle";NULL;"Arpan Guha, Chennai (In); Sampigehalli Narayanappa Mokshith, Chennai (In); Chetan Kumar Gupta, Chennai (In) ; Pradeep Bhatt, Chennai (In); Rajendra Bhat, Chennai (In)";"TVS MOTOR COMPANY LIMITED";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL;"0"
"1182926";"58333";"1182926";"38954";"20210256782";"pdf";"5";"14";"us20210256782";NULL;"2";"1";"-1";NULL;NULL;NULL;"Commercial Vehicle On - Board Abnormal Vibration Analysis And Detection";NULL;"Mark S. Ehlers , Fort Wayne , In ( Us )";"International Truck Intellectual Property Company, LLC";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"-1";NULL;NULL;NULL;NULL;"0"
"1182915";"58333";"1182915";"38954";"12143285";"pdf";"5";"3";"us12143285";NULL;"2";"1";"1";NULL;NULL;NULL;"Controller Area Network And Connectivity Health Troubleshooting System";"A system and method for diagnosing connection and communication in an industrial machine. The electronic processing system includes a CAN bus, an ethernet network, and a plurality of devices connected to the CAN bus and the ethernet network. The plurality of devices includes at least one controller programmed to run one or more software applications. A connectivity check is performed to obtain CAN connection status data and ethernet connection status data for the plurality of devices. The CAN connection status data and the ethernet connection status data is analyzed to determine a likely cause of a device connection issue. A solution to the device connection issue is output to a user based on the analyzed data.";"Ritter Curtis P [US]; Mangus Devin [US]; Bell Joseph A [US]; Hita Murtaza [IN]; Shinde Arjun Subhash [IN]; Chandwani Jitender Kumar [IN]";"DEERE & COMPANY";"US12143285B2";"2024-11-12";"US202217580351";"2022-01-20";NULL;NULL;"H04L12/10; H04L12/40; H04L43/0811; H04L43/0823; H04L67/12; H04W24/04; H04W24/08";"G05B 19/0425; G06F 11/0793; G06F 11/349; G07C 5/0808; H04L 12/40; H04L 43/0811; H04L 67/12; H04W 24/04; H04W 24/08; G05B 2219/25032; G05B 2219/25174; G07C 2205/02; H04L 2012/40215; H04L 2012/4026";"0";NULL;NULL;NULL;NULL;"0"
"1182913";"58333";"1182913";"38954";"12081052";"pdf";"5";"1";"us12081052";NULL;"2";"1";"1";NULL;NULL;NULL;"Vehicle Communication And Monitoring";"Systems and methods for vehicle communication are provided, for example to provide various connectivity and functionality according to hardware availability, power constraints, and environmental conditions, among other examples.";"Fuchs Benjamin S [US]; Norstad Timothy P [US]; Nelson Kevin E [US]";"Polaris Industries Inc.";"US12081052B2";"2024-09-03";"US202117506249";"2021-10-20";NULL;NULL;"B60L58/12; H02J7/00; H04L12/40";"B60L 53/305; B60L 53/66; B60L 58/12; B60L 58/12; B60L 58/16; H02J 7/0048; H02J 9/002; H04L 12/40032; H04L 12/40032; H04L 67/12; H02J 7/0048; H02J 2310/46; H04L 2012/40215; H04L 2012/40215; Y02T 10/70";"0";NULL;NULL;NULL;NULL;"0"
"1182927";"58333";"1182927";"38954";"11978291";"pdf";"5";"15";"us11978291";NULL;"2";"1";"1";NULL;NULL;NULL;"Method And Apparatus For Remote Vehicle Diagnosis";"Operational data generated and used in a vehicle to control various vehicular systems is temporarily stored in a data buffer in the vehicle. A processor in the vehicle is configured to detect anomalous conditions, which can be based on predefined fault codes or user defined conditions (based on a single parameter or a combination of parameters). Whenever such an anomaly is detected, a diagnostic log is conveyed from the vehicle to a remote location. Such a log will include the detected anomaly, and buffered operational data. In at least one embodiment, the diagnostic log includes buffered operational data collected both before and after the anomaly. The diagnostic log is analyzed at the remote location to diagnose the cause of the anomalous condition so a decision can be made as to whether the vehicle requires immediate repair, or whether the repair can be scheduled at a later time.";"Colvin Greg [US]; Mcquade Charles Michael [US]; Brinton Brett [US]";"Zonar Systems, Inc.";"US11978291B2";"2024-05-07";"US202016863735";"2020-04-30";NULL;NULL;"F02D41/22; G06F3/06; G06F11/07; G06Q10/1093; G06Q10/20; G06Q30/0601; G07C5/00; G07C5/08; G08C19/00";"F02D 41/22; G06F 3/061; G06F 3/0631; G06F 3/065; G06F 3/0656; G06F 3/067; G06F 11/0739; G06F 11/079; G06Q 10/1097; G06Q 10/1097; G06Q 10/20; G06Q 10/20; G06Q 30/0633; G06Q 30/0633; G07C 5/006; G07C 5/008; G07C 5/008; G07C 5/0808; G07C 5/0808; G07C 5/0816; G07C 5/085; G07C 5/085; G08C 19/00; G08C 19/00";"0";NULL;NULL;NULL;NULL;"0"
"1182916";"58333";"1182916";"38954";"11496816";"pdf";"5";"4";"us11496816";NULL;"2";"1";"1";NULL;NULL;NULL;"Telematics Road Ready System Including A Bridge Integrator Unit";"A trailer monitoring system for monitoring a trailer having at least one trailer sensor has a bridge integrator unit, configured to couple with the trailer, including a wireless data transceiver electrically coupled with a microcontroller and capable of wirelessly communicating data over a short-range wireless protocol; the bridge integrator unit receives data existing in a first messaging format that is compatible with and used by one or more trailer sensors via a short-range wireless protocol, extracts the data, encodes the data into a second messaging format that is compatible with a master control unit having a telematic data transceiver capable of cellular data communications, and transmits the data in the second messaging format from the bridge integrator unit to the master control unit via a short-range wireless protocol.";"Troutman Scott [US]; Elmer Roger [US]; King Andrew [US]";"Truck-Lite Co., LLC";"US11496816B2";"2022-11-08";"US202017107012";"2020-11-30";NULL;NULL;"B60D1/24; B60R16/023; B62D53/06; B62D63/08; H04L12/40; H04Q9/00; H04W84/04";"H04L 67/12; H04L 69/18; H04Q 9/00; H04Q 9/00; B60D 1/248; B60R 16/023; B60Y 2200/148; B62D 53/06; B62D 63/08; H04L 2012/40215; H04L 2012/40273; H04Q 2209/40; H04Q 2209/40; H04Q 2209/43; H04Q 2209/43; H04Q 2209/75; H04Q 2209/75; H04Q 2209/886; H04Q 2209/886; H04W 84/042";"0";NULL;NULL;NULL;NULL;"0"
"1182933";"58333";"1182933";"38954";"11343327";"pdf";"5";"21";"us11343327";NULL;"2";"1";"1";NULL;NULL;NULL;"Systems And Methods For Managing Vehicle Obd Data In A Network Of Moving Things, For Example Including Autonomous Vehicle Data";"Various aspects of this disclosure provide systems and methods for managing vehicle on-board diagnostic (OBD) data in a network of moving things. As non-limiting examples, various aspects of this disclosure provide systems and methods for interfacing with vehicle OBD systems, acquiring OBD data, communicating OBD data, and/or processing OBD data in a network of moving things, for example including OBD data of autonomous vehicles and other vehicles.";"Oliveira Patricia [PT]; Gomes JoÃ¤o [PT]";"Veniam, Inc.";"US11343327B2";"2022-05-24";"US201715428085";"2017-02-08";NULL;NULL;"H04L67/10; H04L67/12; H04L67/142; H04L67/52; H04W4/02; H04W4/029; H04W4/38; H04W4/44; H04W4/80";"H04L 67/10; H04L 67/12; H04L 67/142; H04L 67/52; H04W 4/38; H04W 4/38; H04W 4/44; H04W 4/44; H04W 4/02; H04W 4/02; H04W 4/029; H04W 4/029; H04W 4/80; H04W 4/80";"0";NULL;NULL;NULL;NULL;"0"
"1182928";"58333";"1182928";"38954";"11270529";"pdf";"5";"16";"us11270529";NULL;"2";"1";"1";NULL;NULL;NULL;"System And Method For Proactive Vehicle Diagnosis And Operational Alert";"A system for providing vehicle information to a user via audible signals. The system includes a data acquisition and transfer device disposable in communication with a vehicle computer on a vehicle to receive diagnostic data therefrom. A remote diagnostic server is disposable in communication with the data acquisition and transfer device to receive the diagnostic data. The remote diagnostic server includes a plurality of preset vehicle conditions stored thereon, and is operative to analyze the diagnostic data and generate an alert signal when the diagnostic data represents at least one of the preset vehicle conditions. The alert signal is receivable by a mobile communication device and is configured to allow the mobile communication device to generate an audible signal based on the alert signal. The audible signal includes diagnostic information associated with the diagnostic data received from the vehicle computer.";"Chen Ieon C [US]; Chau Hoa Khanh [US]";"INNOVA ELECTRONICS CORPORATION";"US11270529B2";"2022-03-08";"US201816191120";"2018-11-14";NULL;NULL;"B60Q9/00; B60R16/00; B60R16/037; G07C5/00";"B60Q 9/00; B60R 16/0373; B60W 50/0205; B60W 50/04; B60W 50/14; B60W 50/14; G07C 5/008; G07C 5/008; G07C 5/0808; G07C 5/0808; G07C 5/0816; G07C 5/0833; G07C 5/0833; B60W 2050/046; B60W 2050/143; B60W 2050/143; B60W 2510/244; B60W 2520/10; B60W 2520/105; B60W 2530/209; B60W 2556/55";"0";NULL;NULL;NULL;NULL;"0"
"1182919";"58333";"1182919";"38954";"11170585";"pdf";"5";"7";"us11170585";NULL;"2";"1";"1";NULL;NULL;NULL;"Vehicle Fault Diagnosis And Analysis Based On Augmented Design Failure Mode And Effect Analysis (dfmea) Data";"A system and method of performing fault diagnosis and analysis for one or more vehicles. The method includes: obtaining design failure mode and effect analysis (DFMEA) data that specifies a plurality of failure modes; receiving diagnostic association data; receiving vehicle operation signals association data; generating augmented DFMEA data that indicates a causal relationship between the diagnostic data and the first set of failure modes, and that indicates a causal relationship between the vehicle operation signals data and the second set of failure modes, wherein the augmented DFMEA data is generated based on the DFMEA data, the diagnostic association data, and the vehicle operation signals association data; and performing fault diagnosis and analysis for the one or more vehicles using the augmented DFMEA data.";"Sankavaram Chaitanya [US]; Rajpathak Dnyanesh G [US]; Sarwar Azeem [US]; Lu Xiangxing [US]; Sorrell Dean G [US]; Wiggins Layne K [US]";"GM GLOBAL TECHNOLOGY OPERATIONS LLC";"US11170585B2";"2021-11-09";"US201916443383";"2019-06-17";NULL;NULL;"G07C5/00; G06N20/00; G07C5/02; G07C5/08";"G07C 5/008; G07C 5/008; G07C 5/02; G07C 5/08; G07C 5/0808; G06N 20/00; G06N 20/00";"0";NULL;NULL;NULL;NULL;"0"
"1182917";"58333";"1182917";"38954";"10973061";"pdf";"5";"5";"us10973061";NULL;"2";"1";"1";NULL;NULL;NULL;"Method For Establishing A Wireless Vehicle Network";"A method for establishing a wireless network for a vehicle is provided herein. The vehicle comprises a tractor unit and a trailer. The tractor unit comprises at least one first station and a first control unit and the trailer comprises a second station and a second control unit. The method comprises supplying electrical energy to the second control unit. The method further comprises interconnecting the first control unit and the second control unit via a physical interface. The method further comprises generating a defined message by the second control unit and receiving the defined message by the first control unit via the physical interface. The method further comprises transmitting information required to establish the wireless network via the first station only when the defined message is present in the first station.";"Dieckmann Thomas [DE]; HÃ¼bner SÃ¶ren [DE]; Wolf Thomas [DE]";"WABCO Europe BVBA";"US10973061B2";"2021-04-06";"US201716330001";"2017-06-26";NULL;NULL;"B60R16/023; H04L29/08; H04W4/40; H04W4/80; H04W76/10";"B60R 16/023; H04L 67/12; H04L 67/12; H04W 4/40; H04W 4/48; H04W 4/80; H04W 4/80; H04W 76/10";"0";NULL;NULL;NULL;NULL;"0"
"1182930";"58333";"1182930";"38954";"10650621";"pdf";"5";"18";"us10650621";NULL;"2";"1";"1";NULL;NULL;NULL;"Interfacing With A Vehicular Controller Area Network";"A vehicle monitoring system, comprising: an interface configured to at least communicate with a controller area network bus; a remote data telecommunication interface; a database; at least one automated processor, configured to: extract information from the controller area network bus; store records in the database representing the extracted information; process the database to determine operating statistics; selectively communicate at least a portion of the database over the remote data telecommunication interface; and determine at least one of an operating parameter for the vehicle and a predicted net fuel cost based on at least the operating statistics and a fuel unit cost.";"King Cosmo [US]; Bhattacharyya Bhaskar [US]; Friedman Samuel [US]";"ioCurrents, Inc.";"US10650621B1";"2020-05-12";"US201715703487";"2017-09-13";NULL;NULL;"G06Q10/06; G07C5/00; G07C5/08; H04L12/40; H04L29/08; H04W4/40; G06Q40/00; H04L12/14";"G06Q 10/06315; G06Q 10/06315; G07C 5/008; G07C 5/0816; H04L 12/1435; H04L 12/40032; H04L 12/40169; H04L 67/10; H04L 67/12; H04L 67/12; H04L 69/18; H04W 4/02; H04W 4/40; H04W 4/44; G06Q 40/12; G06Q 40/12; H04L 12/1435; H04L 2012/40215; H04L 2012/40215; H04L 2012/40273; H04L 2012/40286";"0";NULL;NULL;NULL;NULL;"0"
